JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460536.47605,14.49,0.02,,V,NTA,,,,X37635CBC,,0,,Z,13.9,13.3,,V1723 Sco,REA,STD,,,,
2460536.490278,11.392,0.392,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.156|CMAGINS=19.119|CREFMAG= 7.355|CREFERR= 0.018|KMAGINS=18.074|KREFMAG= 6.488|KREFERR= 0.014,0,1.050,Z,19.119,18.074,,PNV J17261813-3809354,VVS,STD,,,,
2460536.490347,11.757,0.552,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.504|CMAGINS=19.102|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=18.067|KREFMAG= 6.488|KREFERR= 0.013,0,1.050,Z,19.102,18.067,,PNV J17261813-3809354,VVS,STD,,,,
2460536.490451,14.118,0.176,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.261|CMAGINS=17.567|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.771|KREFMAG= 9.116|KREFERR= 0.006,0,1.050,Z,17.567,16.771,,PNV J17261813-3809354,VVS,STD,,,,
2460536.490532,15.492,0.642,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.663|CMAGINS=17.595|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.796|KREFMAG= 9.116|KREFERR= 0.006,0,1.050,Z,17.595,16.796,,PNV J17261813-3809354,VVS,STD,,,,
2460536.490683,16.356,0.245,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.560|CMAGINS=16.333|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.741|KREFMAG=10.052|KREFERR= 0.003,0,1.050,Z,16.333,15.741,,PNV J17261813-3809354,VVS,STD,,,,
2460536.490845,16.525,0.264,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.728|CMAGINS=16.332|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.739|KREFMAG=10.052|KREFERR= 0.003,0,1.050,Z,16.332,15.739,,PNV J17261813-3809354,VVS,STD,,,,
2460536.490995,13.279,0.224,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.546|CMAGINS=17.615|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.710|KREFMAG= 7.750|KREFERR= 0.006,0,1.050,Z,17.615,16.710,,PNV J17261813-3809354,VVS,STD,,,,
2460536.491076,13.664,0.343,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.930|CMAGINS=17.615|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.706|KREFMAG= 7.750|KREFERR= 0.006,0,1.049,Z,17.615,16.706,,PNV J17261813-3809354,VVS,STD,,,,
2460536.6125,13.6,,,Vis.,CKB,,133,139,XB3634ABJ,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460536.911248,14.4,0.3,,V,NLX,B,Ensemble,127,X36229AEA,Mag med sum 3x70s PSF remove nearby star. Moon nearby,0,1.00,Z,,12.71,,V1723 Sco,AAVSO,STD,,,,
2460536.915182,15.2,0.2,,B,NLX,,Ensemble,127,X36229AEA,Mag med sum 3x120s Moon nearby PSF removal nearby star,0,1.00,Z,,13.19,,V1723 Sco,AAVSO,STD,,,,
2460538.487465,11.490,0.420,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.226|CMAGINS=19.090|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=17.992|KREFMAG= 6.488|KREFERR= 0.013,0,1.048,Z,19.090,17.992,,PNV J17261813-3809354,VVS,STD,,,,
2460538.487535,11.559,0.461,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.318|CMAGINS=19.113|CREFMAG= 7.355|CREFERR= 0.018|KMAGINS=18.017|KREFMAG= 6.488|KREFERR= 0.014,0,1.048,Z,19.113,18.017,,PNV J17261813-3809354,VVS,STD,,,,
2460538.487650,15.317,0.583,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.468|CMAGINS=17.575|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.730|KREFMAG= 9.116|KREFERR= 0.006,0,1.048,Z,17.575,16.730,,PNV J17261813-3809354,VVS,STD,,,,
2460538.487720,15.668,0.750,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.835|CMAGINS=17.590|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.722|KREFMAG= 9.116|KREFERR= 0.006,0,1.048,Z,17.590,16.722,,PNV J17261813-3809354,VVS,STD,,,,
2460538.487870,16.285,0.241,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.471|CMAGINS=16.315|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.670|KREFMAG=10.052|KREFERR= 0.003,0,1.047,Z,16.315,15.670,,PNV J17261813-3809354,VVS,STD,,,,
2460538.488032,15.995,0.193,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.176|CMAGINS=16.310|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.677|KREFMAG=10.052|KREFERR= 0.003,0,1.047,Z,16.310,15.677,,PNV J17261813-3809354,VVS,STD,,,,
2460538.488183,12.923,0.167,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.173|CMAGINS=17.599|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.608|KREFMAG= 7.750|KREFERR= 0.006,0,1.047,Z,17.599,16.608,,PNV J17261813-3809354,VVS,STD,,,,
2460538.488252,13.334,0.269,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.598|CMAGINS=17.613|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.618|KREFMAG= 7.750|KREFERR= 0.006,0,1.047,Z,17.613,16.618,,PNV J17261813-3809354,VVS,STD,,,,
2460539.487292,14.316,0.312,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.816|CMAGINS=17.923|CREFMAG= 9.424|CREFERR= 0.008|KMAGINS=17.090|KREFMAG= 9.116|KREFERR= 0.007,0,1.046,Z,17.923,17.090,,PNV J17261813-3809354,VVS,STD,,,,
2460539.487361,14.624,0.426,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.123|CMAGINS=17.923|CREFMAG= 9.424|CREFERR= 0.008|KMAGINS=17.085|KREFMAG= 9.116|KREFERR= 0.007,0,1.046,Z,17.923,17.085,,PNV J17261813-3809354,VVS,STD,,,,
2460539.487512,15.775,0.231,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.325|CMAGINS=16.680|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=16.064|KREFMAG=10.052|KREFERR= 0.004,0,1.046,Z,16.680,16.064,,PNV J17261813-3809354,VVS,STD,,,,
2460539.487685,15.963,0.239,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.509|CMAGINS=16.675|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=16.055|KREFMAG=10.052|KREFERR= 0.004,0,1.045,Z,16.675,16.055,,PNV J17261813-3809354,VVS,STD,,,,
2460539.487836,13.220,0.310,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.815|CMAGINS=17.945|CREFMAG= 8.349|CREFERR= 0.008|KMAGINS=16.973|KREFMAG= 7.750|KREFERR= 0.007,0,1.045,Z,17.945,16.973,,PNV J17261813-3809354,VVS,STD,,,,
2460539.487905,13.406,0.338,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.973|CMAGINS=17.917|CREFMAG= 8.349|CREFERR= 0.008|KMAGINS=16.924|KREFMAG= 7.750|KREFERR= 0.007,0,1.045,Z,17.917,16.924,,PNV J17261813-3809354,VVS,STD,,,,
2460539.864599,14.59,0.06,,V,NLX,,Ensemble,127,X36229AEA,Mag med sum 2x70s PSF removal nearby star,0,1.04,Z,,12.70,,V1723 Sco,AAVSO,STD,,,,
2460539.870031,15.30,0.08,,B,NLX,,Ensemble,127,X36229AEA,Mag med sum 3x120s PSF removal nearby star,0,1.03,Z,,13.23,,V1723 Sco,AAVSO,STD,,,,
2460540.487517,12.653,0.492,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.445|CMAGINS=18.147|CREFMAG= 7.355|CREFERR= 0.009|KMAGINS=17.063|KREFMAG= 6.488|KREFERR= 0.008,0,1.044,Z,18.147,17.063,,PNV J17261813-3809354,VVS,STD,,,,
2460540.487622,12.022,0.298,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.824|CMAGINS=18.158|CREFMAG= 7.355|CREFERR= 0.009|KMAGINS=17.071|KREFMAG= 6.488|KREFERR= 0.008,0,1.044,Z,18.158,17.071,,PNV J17261813-3809354,VVS,STD,,,,
2460540.487743,15.590,0.736,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.785|CMAGINS=17.619|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.777|KREFMAG= 9.116|KREFERR= 0.006,0,1.043,Z,17.619,16.777,,PNV J17261813-3809354,VVS,STD,,,,
2460540.487824,14.802,0.335,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.985|CMAGINS=17.607|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.776|KREFMAG= 9.116|KREFERR= 0.006,0,1.043,Z,17.607,16.776,,PNV J17261813-3809354,VVS,STD,,,,
2460540.487975,16.557,0.302,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.808|CMAGINS=16.379|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.762|KREFMAG=10.052|KREFERR= 0.004,0,1.043,Z,16.379,15.762,,PNV J17261813-3809354,VVS,STD,,,,
2460540.488137,16.458,0.294,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.713|CMAGINS=16.384|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.774|KREFMAG=10.052|KREFERR= 0.003,0,1.043,Z,16.384,15.774,,PNV J17261813-3809354,VVS,STD,,,,
2460540.488287,13.580,0.324,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.904|CMAGINS=17.673|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.701|KREFMAG= 7.750|KREFERR= 0.006,0,1.043,Z,17.673,16.701,,PNV J17261813-3809354,VVS,STD,,,,
2460540.488356,13.326,0.253,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.632|CMAGINS=17.656|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.689|KREFMAG= 7.750|KREFERR= 0.006,0,1.043,Z,17.656,16.689,,PNV J17261813-3809354,VVS,STD,,,,
2460541.461817,14.511,0.031,,V,JNCA,,000-BPV-399,000-BPV-398,X37711ANA,OBSERVATÓRIO ÓRION DE MAIRINQUE-SP BRASIL,0,1.036,Z,13.299,13.933,,V1723 SCO,CASP,STD,,,,
2460541.487726,11.808,0.231,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.609|CMAGINS=18.156|CREFMAG= 7.355|CREFERR= 0.009|KMAGINS=17.073|KREFMAG= 6.488|KREFERR= 0.007,0,1.042,Z,18.156,17.073,,PNV J17261813-3809354,VVS,STD,,,,
2460541.487841,12.579,0.473,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.381|CMAGINS=18.157|CREFMAG= 7.355|CREFERR= 0.009|KMAGINS=17.097|KREFMAG= 6.488|KREFERR= 0.007,0,1.042,Z,18.157,17.097,,PNV J17261813-3809354,VVS,STD,,,,
2460541.487963,15.947,0.962,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=24.136|CMAGINS=17.613|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.766|KREFMAG= 9.116|KREFERR= 0.006,0,1.042,Z,17.613,16.766,,PNV J17261813-3809354,VVS,STD,,,,
2460541.488032,15.853,0.892,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=24.036|CMAGINS=17.607|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.756|KREFMAG= 9.116|KREFERR= 0.006,0,1.042,Z,17.607,16.756,,PNV J17261813-3809354,VVS,STD,,,,
2460541.488183,16.651,0.337,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.879|CMAGINS=16.357|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.745|KREFMAG=10.052|KREFERR= 0.003,0,1.041,Z,16.357,15.745,,PNV J17261813-3809354,VVS,STD,,,,
2460541.488345,15.983,0.182,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.223|CMAGINS=16.369|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.758|KREFMAG=10.052|KREFERR= 0.003,0,1.041,Z,16.369,15.758,,PNV J17261813-3809354,VVS,STD,,,,
2460541.488495,12.918,0.163,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.216|CMAGINS=17.647|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.677|KREFMAG= 7.750|KREFERR= 0.006,0,1.041,Z,17.647,16.677,,PNV J17261813-3809354,VVS,STD,,,,
2460541.488576,13.837,0.385,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.129|CMAGINS=17.642|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.684|KREFMAG= 7.750|KREFERR= 0.006,0,1.041,Z,17.642,16.684,,PNV J17261813-3809354,VVS,STD,,,,
2460542.48409,14.58,0.01,,V,SALN,,000-BPV-398,000-BPV-399,X37635CBC,,0,,Z,13.9,13.3,,V1723 Sco,AAVSO,STD,,,,
2460542.487575,12.051,0.370,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.056|CMAGINS=18.361|CREFMAG= 7.355|CREFERR= 0.010|KMAGINS=17.319|KREFMAG= 6.488|KREFERR= 0.008,0,1.040,Z,18.361,17.319,,PNV J17261813-3809354,VVS,STD,,,,
2460542.487691,11.338,0.244,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.648|CMAGINS=18.665|CREFMAG= 7.355|CREFERR= 0.013|KMAGINS=17.723|KREFMAG= 6.488|KREFERR= 0.010,0,1.040,Z,18.665,17.723,,PNV J17261813-3809354,VVS,STD,,,,
2460542.487882,13.882,0.505,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.351|CMAGINS=18.893|CREFMAG= 9.424|CREFERR= 0.015|KMAGINS=18.052|KREFMAG= 9.116|KREFERR= 0.012,0,1.040,Z,18.893,18.052,,PNV J17261813-3809354,VVS,STD,,,,
2460542.488032,14.714,0.425,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.045|CMAGINS=18.461|CREFMAG=10.129|CREFERR= 0.012|KMAGINS=17.704|KREFMAG=10.052|KREFERR= 0.010,0,1.040,Z,18.461,17.704,,PNV J17261813-3809354,VVS,STD,,,,
2460542.488426,12.703,0.432,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.234|CMAGINS=18.880|CREFMAG= 8.349|CREFERR= 0.015|KMAGINS=17.931|KREFMAG= 7.750|KREFERR= 0.012,0,1.040,Z,18.880,17.931,,PNV J17261813-3809354,VVS,STD,,,,
2460543.42786,14.65,0.02,,V,NTA,,,,X37635CBC,,0,,Z,13.9,13.3,,V1723 Sco,REA,STD,,,,
2460543.983426,14.67,0.05,,V,NLX,,Ensemble,127,X22999CQ,Mag ave 3 measures. PSF removal nearby star,0,1.07,Z,,12.73,,V1723 Sco,AAVSO,STD,,,,
2460543.987398,15.46,0.09,,B,NLX,,Ensemble,127,X22999CQ,Mag ave 3 measures. PSF removal nearby star,0,1.08,Z,,13.24,,V1723 Sco,AAVSO,STD,,,,
2460544.45328,14.7,,,Vis.,SBN,,13.3,13.9,37635CBC,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460544.488073,12.479,0.431,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.235|CMAGINS=18.111|CREFMAG= 7.355|CREFERR= 0.009|KMAGINS=17.031|KREFMAG= 6.488|KREFERR= 0.007,0,1.038,Z,18.111,17.031,,PNV J17261813-3809354,VVS,STD,,,,
2460544.488177,12.533,0.475,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.304|CMAGINS=18.126|CREFMAG= 7.355|CREFERR= 0.009|KMAGINS=17.047|KREFMAG= 6.488|KREFERR= 0.007,0,1.038,Z,18.126,17.047,,PNV J17261813-3809354,VVS,STD,,,,
2460544.488299,14.910,0.361,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.084|CMAGINS=17.597|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.779|KREFMAG= 9.116|KREFERR= 0.006,0,1.038,Z,17.597,16.779,,PNV J17261813-3809354,VVS,STD,,,,
2460544.488530,16.572,0.299,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.811|CMAGINS=16.368|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.756|KREFMAG=10.052|KREFERR= 0.003,0,1.038,Z,16.368,15.756,,PNV J17261813-3809354,VVS,STD,,,,
2460544.488692,16.564,0.279,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.803|CMAGINS=16.369|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.768|KREFMAG=10.052|KREFERR= 0.003,0,1.038,Z,16.369,15.768,,PNV J17261813-3809354,VVS,STD,,,,
2460544.488843,13.142,0.231,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.602|CMAGINS=17.809|CREFMAG= 8.349|CREFERR= 0.008|KMAGINS=16.797|KREFMAG= 7.750|KREFERR= 0.006,0,1.038,Z,17.809,16.797,,PNV J17261813-3809354,VVS,STD,,,,
2460544.488912,13.368,0.248,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.674|CMAGINS=17.654|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.694|KREFMAG= 7.750|KREFERR= 0.006,0,1.038,Z,17.654,16.694,,PNV J17261813-3809354,VVS,STD,,,,
2460544.867781,14.56,0.04,,V,NLX,,Ensemble,127,X36229AEA,Mag med sum 2x70s,0,1.02,Z,,12.71,,V1723 Sco,AAVSO,STD,,,,
2460544.867781,15.45,0.04,,B,NLX,,Ensemble,127,X36229AEA,Mag med sum 3x120s,0,1.02,Z,,13.24,,V1723 Sco,AAVSO,STD,,,,
2460545.488409,12.685,0.536,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.454|CMAGINS=18.124|CREFMAG= 7.355|CREFERR= 0.009|KMAGINS=17.032|KREFMAG= 6.488|KREFERR= 0.007,0,1.037,Z,18.124,17.032,,PNV J17261813-3809354,VVS,STD,,,,
2460545.488524,12.485,0.432,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.246|CMAGINS=18.116|CREFMAG= 7.355|CREFERR= 0.009|KMAGINS=17.041|KREFMAG= 6.488|KREFERR= 0.007,0,1.037,Z,18.116,17.041,,PNV J17261813-3809354,VVS,STD,,,,
2460545.488634,15.169,0.466,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.343|CMAGINS=17.599|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.712|KREFMAG= 9.116|KREFERR= 0.006,0,1.037,Z,17.599,16.712,,PNV J17261813-3809354,VVS,STD,,,,
2460545.488715,15.190,0.448,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.352|CMAGINS=17.586|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.735|KREFMAG= 9.116|KREFERR= 0.006,0,1.037,Z,17.586,16.735,,PNV J17261813-3809354,VVS,STD,,,,
2460545.488866,16.309,0.224,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.523|CMAGINS=16.343|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.715|KREFMAG=10.052|KREFERR= 0.003,0,1.037,Z,16.343,15.715,,PNV J17261813-3809354,VVS,STD,,,,
2460545.489028,16.806,0.319,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=23.012|CMAGINS=16.335|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.728|KREFMAG=10.052|KREFERR= 0.003,0,1.037,Z,16.335,15.728,,PNV J17261813-3809354,VVS,STD,,,,
2460545.489178,13.221,0.229,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.533|CMAGINS=17.661|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.689|KREFMAG= 7.750|KREFERR= 0.006,0,1.037,Z,17.661,16.689,,PNV J17261813-3809354,VVS,STD,,,,
2460545.489259,13.101,0.204,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=22.412|CMAGINS=17.660|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.653|KREFMAG= 7.750|KREFERR= 0.006,0,1.037,Z,17.660,16.653,,PNV J17261813-3809354,VVS,STD,,,,
2460546.03963,14.090,0.051,,V,LBEC,,ENSEMBLE,,X35918AH,SLOOH.COM AUSTRALIA ONE TELESCOPE; 0.5-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-5.962,0,1.388,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460546.04060,12.920,0.109,,R,LBEC,,ENSEMBLE,,X35918AH,SLOOH.COM AUSTRALIA ONE TELESCOPE; 0.5-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-7.076,0,1.394,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460546.04145,15.385,0.066,,B,LBEC,,ENSEMBLE,,X35918AH,SLOOH.COM AUSTRALIA ONE TELESCOPE; 0.5-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-4.675,0,1.400,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460546.488634,12.576,0.121,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.858|CMAGINS=16.637|CREFMAG= 7.355|CREFERR= 0.004|KMAGINS=15.564|KREFMAG= 6.488|KREFERR= 0.003,0,1.037,Z,16.637,15.564,,PNV J17261813-3809354,VVS,STD,,,,
2460546.488924,12.306,0.098,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.569|CMAGINS=16.618|CREFMAG= 7.355|CREFERR= 0.004|KMAGINS=15.540|KREFMAG= 6.488|KREFERR= 0.003,0,1.037,Z,16.618,15.540,,PNV J17261813-3809354,VVS,STD,,,,
2460546.489225,15.176,0.053,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.883|CMAGINS=15.131|CREFMAG= 9.424|CREFERR= 0.002|KMAGINS=14.482|KREFMAG= 9.116|KREFERR= 0.002,0,1.037,Z,15.131,14.482,,PNV J17261813-3809354,VVS,STD,,,,
2460546.489502,15.064,0.047,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.757|CMAGINS=15.117|CREFMAG= 9.424|CREFERR= 0.002|KMAGINS=14.448|KREFMAG= 9.116|KREFERR= 0.002,0,1.036,Z,15.117,14.448,,PNV J17261813-3809354,VVS,STD,,,,
2460546.489873,16.526,0.094,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.543|CMAGINS=15.146|CREFMAG=10.129|CREFERR= 0.002|KMAGINS=14.613|KREFMAG=10.052|KREFERR= 0.002,0,1.036,Z,15.146,14.613,,PNV J17261813-3809354,VVS,STD,,,,
2460546.490278,16.510,0.092,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.536|CMAGINS=15.155|CREFMAG=10.129|CREFERR= 0.002|KMAGINS=14.639|KREFMAG=10.052|KREFERR= 0.002,0,1.036,Z,15.155,14.639,,PNV J17261813-3809354,VVS,STD,,,,
2460546.490637,13.441,0.033,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.242|CMAGINS=15.150|CREFMAG= 8.349|CREFERR= 0.002|KMAGINS=14.412|KREFMAG= 7.750|KREFERR= 0.002,0,1.036,Z,15.150,14.412,,PNV J17261813-3809354,VVS,STD,,,,
2460546.490926,13.402,0.032,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.208|CMAGINS=15.155|CREFMAG= 8.349|CREFERR= 0.002|KMAGINS=14.386|KREFMAG= 7.750|KREFERR= 0.002,0,1.036,Z,15.155,14.386,,PNV J17261813-3809354,VVS,STD,,,,
2460546.868642,14.71,0.06,,V,NLX,,Ensemble,127,X36229AEA,Mag med sum 3x70s PSF removal nearby star,0,1.01,Z,,12.71,,V1723 Sco,AAVSO,STD,,,,
2460546.872056,15.40,0.06,,B,NLX,,Ensemble,127,X36229AEA,Mag med sum 3x120s PSF removal nearby star,0,1.01,Z,,13.22,,V1723 Sco,AAVSO,STD,,,,
2460547.488819,12.236,0.093,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.486|CMAGINS=16.606|CREFMAG= 7.355|CREFERR= 0.004|KMAGINS=15.525|KREFMAG= 6.488|KREFERR= 0.003,0,1.036,Z,16.606,15.525,,PNV J17261813-3809354,VVS,STD,,,,
2460547.489097,12.253,0.089,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.501|CMAGINS=16.603|CREFMAG= 7.355|CREFERR= 0.004|KMAGINS=15.521|KREFMAG= 6.488|KREFERR= 0.003,0,1.036,Z,16.603,15.521,,PNV J17261813-3809354,VVS,STD,,,,
2460547.489410,15.181,0.055,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.877|CMAGINS=15.120|CREFMAG= 9.424|CREFERR= 0.002|KMAGINS=14.486|KREFMAG= 9.116|KREFERR= 0.002,0,1.036,Z,15.120,14.486,,PNV J17261813-3809354,VVS,STD,,,,
2460547.489688,15.089,0.051,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.768|CMAGINS=15.103|CREFMAG= 9.424|CREFERR= 0.002|KMAGINS=14.474|KREFMAG= 9.116|KREFERR= 0.002,0,1.036,Z,15.103,14.474,,PNV J17261813-3809354,VVS,STD,,,,
2460547.490058,16.400,0.081,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.406|CMAGINS=15.135|CREFMAG=10.129|CREFERR= 0.002|KMAGINS=14.606|KREFMAG=10.052|KREFERR= 0.002,0,1.036,Z,15.135,14.606,,PNV J17261813-3809354,VVS,STD,,,,
2460547.490451,16.324,0.075,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.337|CMAGINS=15.142|CREFMAG=10.129|CREFERR= 0.002|KMAGINS=14.633|KREFMAG=10.052|KREFERR= 0.002,0,1.036,Z,15.142,14.633,,PNV J17261813-3809354,VVS,STD,,,,
